,text
7885,@urbandecay411 Love it! 
7886,gettin ready for a very loose weekend 
7887,"@pendemonium Umm, I'd buy a whole bunch of that color. Teal's my fave. "
7888,@SpikeyInc seems like you guys have been having fun lol. I've been out to dinner. Todays my dads bday  so I've been the good lil daughter!
7889,"@seanwestonline I am going to check the schedule and contact you by tonight, thnx again "
7890,excited for the cruise 
7891,"@bitninja Nice, I'm writing a Twitter app myself, it's the XML parsing I'm having trouble with "
7892,@sdtips and cafe222 is good (besides being local).  just around the corner.
7893,It gets hot in Texas 
7894,"@crabspanner Yeah, it was a fucking nightmare. Had to walk from the museum and was half an hour late. "
7895,@kellychiello i know  but the weather's clearing and suppose to be nice sat and sun
7896,Just watched the music video we made at the all nighter and almost peed my pants. Lmao so brilliant 
7897,"had a short look on the SIGInt 09 schedule (http://ow.ly/4OYa): too much social stuff, almost no technical sessions ... "
7898,just got back from lunch... it's lonley here 
7899,I'll be back! Unfortunately without Arni this time  â« http://blip.fm/~7seq6
7900,"@tom_reutebuch yeah, sadly you're right about both.  agreed too w/the HOF thing *especially* in regards to Barry Bonds! what a cheat. grr"
7901,@AlessaB okay ha...but I still don't understand it 
7902,"@damnredhead That, and it makes me feel better  There, I said it!"
7903,hello!!! chicken layed a weird egg that was like 2 eggs stuck together. miss my friend who went on german exchange 
7904,@thepeachtree  thank you so much for the interview! http://bit.ly/mtNe1
7905,@dannisaywhat rofl. im tired  i was reading it whilst typing too. seemed fine to me xD
7906,LOL sooo funny...it just stopped!! 
7907,My tummy hurts 
7908,@truthseeker907 How bout them Dodgers!? 
7909,"@Naked_Juice I can't join the NJN, I click the link &amp; it doesn't open.  my life is worthless now!"
7910,"@abbeygaill55 Well, then I look forward to discussing this with them! I MISS MACEY  --- MANDA !"
7911,im playin on the comp @ my grannys house!!!    
7912,so i get back to the states... finally turn on my phone... step out of the airport... and it flies out of my hands. broken 
7913,@DonnieWahlberg U could pick one of mine or u could give me some shit!!! 
7914,We broke ONTD again 
7915,does not want to go to school tomorrow    
7916,OMG. I just got bit by a mosquito. 
7917,"@ashleaJONAS My body is set to wake up in the mornings  Tis a good thing, but it's bad for today. Blah..."
7918,@jordanknight i hope your back gets better by sunday i would hate to watch you perform with a sore back 
7919,in wheeling 
7920,@sweetinfection good night and sweet dreamz! 
7921,"Im going to miss you, @Download2009 "
7922,I'm too drunk to do the mani part of my mani/pedi.  Sad day.
7923,is 1:36 really that late? I'm getting sleepy already 
7924,@Calethia gutted for your boy at Wimbledon  x
7925,It is chilly outside... 
7926,@Scottysingo don't you agree? 
7927,what are u having for breakfast?????? im starving! 
7928,Is sad the Dodgers keep losing. 
7929,"@wombat06 Muahaha, you succumbed! Hooray! Also, @TinaFey is not really Tina Fey, just in case you didn't know. "
7930,@robinbrittain maybe a new passtime is called for 
7931,"@justsayingtv oh realy?awww..i cried badly!!i realy wanna meet them if u meet them,tell them that im their biggest Malaysian fan "
7932,In indy tailgaiting w/o adult beverages 
7933,I dont speak spanish justin  justpray for me justin ive never felt this before
7934,At the hospital for my cat scan and xrays. 
7935,@lucylumcfly  tom's my fav atm lol mind you i love them all aha xxx
7936,@JustSayRawrDude Arrah duddeee!!  How Are you? 
7937,I think i may have my very first cavity!?    time to find a dentist STAT!
7938,"Been a beautiful day today i love the sunshine, missing my man though he is away all weekend  xxxx"
7939,@BACONDSC where?!!? 
7940,@JesusNeedsNewPR It's all good. I think Benny is a bit harsh and unbecoming. 
7941,@DavidLopez1987 you make me sad 
7942,"@ricardo5518 ugh! it tastes nasty  but if david uses it then i'll use it, lol"
7943,@DJ_RUBI_R_Tres Its not working on my new phone  won't update anything 
7944,@andrew_nguyen I thought about it. But I just don't like the idea of Safari 
7945,English exam tomorrow   I think i need @Lindsayslifee to get me through it.
7946,"@phatio the adventure involved-redbull,douchebags that look like spencer pratt and a muppet. But NO hooker. "
7947,@_Freya poor wallet 
7948,@indieundies great! you should be able to make some extra bucks. 
7949,@stxr what's wrong? I think I need to go read your blog cuz I seem to be missing something. 
7950,"Christoph, Liv and I are off to laguna this morning! Yay to that! But sorry that my mentor is upset with me "
7951,@Adrienne_Bailon I'm awake! Lol cos I'm in indonesia and it's still 4.30 pm rite now 
7952,"@glennbeck Now, Glenn--how can you possilbly &quot;see&quot; people on the radio?  Get some sleep and lay off the M &amp; M's would ya? "
7953,@DebbieFletcher Tom's not in trending topics for me  Unless he changed his name to Jay-Z ?? Is Flumpy a rapper now? ;)
7954,Arg. Thinking about grad school &amp; perhaps finding a degree to do online since I'm too transitory to stay in one place 
7955,@spldrttngrl spent all day attempting to study but really just wasting time. i have a final tomorrow that i am completely unprepared for 
7956,"Is going to sync his iPod, go for a walk, and pout "
7957,"Thinking a 12 hr. day boze cruzn, not the smartest thing when you work the next day!!!!! "
7958,@calbo It's fine to talk about food - as long as you throw in the words &quot;Vegemite&quot; and &quot;TIm Tams&quot; every now  and again 
7959,I dropped a can of spray adhesive on my toe... it really hurts 
7960,"....you before you passed but, we showed you a lot of love tonight. God Bless you and CONGRATULATIONS! "
7961,i cant sleep `til your next to mee~ 
7962,LOVED running into olddddd friends! But major apologies to @gretchendavis for bailing on plans!  forgiveee me please!
7963,gotta go get on my makeup and then off to school..which sucks  byes
7964,you and i 
7965,if only i could hear #rightturn live this summer 
7966,Nap postponed  now at the bank...
7967,@Swirly22 haha! No I dont think your a lush! No sweets around today 
7968,I want to get home after a long day at work but the train is late again. 
7969,@viva_knievil Yay! Can't wait to see it. My legs are ghostlike and splotchy   Will shimmery moisturiser detract or draw attention to this?
7970,USA - here i come  !!!
7971,very very tired and really dont want to be at work 
7972,@SarahIsaacs all the effort and the u end up in Cheshunt  poor thing LOL
7973,"@faralcane WOW, they actually showed Alan Wake?? I thought that was going up to that great Duke Nukem Forever in the sky.  Project Natal?"
7974,@Bodhi1 oh cool well while your maybe getting ur self an iphone grab me one too 
7975,Chicago lost  that sucks!  http://twitpic.com/4gzap
7976,@manderz681 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
7977,OHAI. I'm naked. Again.  http://tinyurl.com/mb7rqf
7978,http://tinyurl.com/dy3uqe JONAS: Behind The Scenes Warning: may make you cry 
7979,@pacificIT I'm not in Tokyo Robert but...  TBarcamp sounds alrighty
7980,i want some candy 
7981,"@ManMadeMoon  thanks Duncan, I hope so too! "
7982,@JackieInChgo Sick kid...oh no    Umm Happy Mother's Day?!
7983,@dictionmary OMG but Mary said you called me mean  She was like &quot;Gemini Chick is like &quot;YOUR SISTER'S SO MEAN&quot; &quot;
7984,@kimloves HI KIM!!! &lt;333!!! I MISSED YOU DEARLY. 
7985,currently listening to taylor swift's ''you belong with me''..love it! 
7986,@RowdyFan51 Oh noes!  *sends good wishes also*
7987,is spending the night with mary and heather  
7988,@PromMafia heey thanks for being my follower  you give me so many insipirations
7989,"yayy i found all these old papers from when we worked with that chapte rin math, so i might make it "
7990,"Not feeling so well tonight. I want to go to bed, but I'm not sleepy. "
7991,going to take her monkeys to the zoo.  
7992,"Just met the nicest, most helpful lady at sbarros...Gave her a business card  Can't wait to followup"
7993,Ground zero is really sad 
7994,@iwilseeuinh3ll good flick    it always makes me sad at the end though
7995,And here I thought I was actually going to get a real game for my Wii...too good to be true I guess 
7996,Doing assignment work for college 
7997,is totally freaking out. 
7998,Work till 5. 
7999,"has managed to lose a whole months worth of dizzy meds, not sure what to do as can't get any more till wed "
8000,"Grease put me in a whole happy mood! &lt;3 So, the boy toy,Im assuming were pretty much done  im ok...Happy Father's Day to all the Daddy!!"
8001,i just want people to know that i;m still bored. Haha 
8002,Finally on my way to Bidwell's. Had to leave my car 
8003,@getape I had bad net issues on Weds so couldn't broadcast  Am on tonight tho... tune in for new anthems and bad mixing!
8004,"My laptop's broken, so no tweets for a while.  But holidays! Woohoo!"
8005,Off to rent my movie for the girls night. 
8006,"ah, this week has been so boring. same subjects like every day, well 4 times a week "
8007,"@peterg11742 I'm starting to panic, my tv guide thing is showing basketball on NBC    AAAAAAHHHHHHHH"
8008,"@amandaxautopsy haha, it's okay! it feels better when you're not failing alone. "
8009,I hate this town! I hate that school! And that people!  I want my home! And I want now!
8010,Katy Perry is so great! Waking up in Vegas is a great song 
8011,might have to set up a new email--my old Yahoo nick's acting screwy. 
8012,Just finished clearing out the basement it flooded 
8013,Run down with hayfever &amp; feel crappy.. 
8014,@MsJerzi well I slept from 4pm-9pm and went back to sleep frm 1am on and off until ahora &amp; y todavia estoy cansada  I missed my math class
8015,I have 30 min till lunch is over 
8016,sunfrost with carla and stuff  yes i hit my head on my door 
8017,Life's good... 
8018,finished geography draft.. now onto english.. i think this is the hardest i have worked all year  hahaha
8019,Qdoba was delish on my lunch break but now i don't feel so hot 
8020,@louisetriance  Don't let me stop you!! I don't thnk everyone else is aware your food fetish.. well they are now I guess 
8021,@AYellowHouse Hello! 
8022,Its 5:10am and I can't sleep  to much stuff on my mind.
8023,@marniejb fingers crossed. 
8024,Sad to see the weekend end 
8025,wants to go to Resolved again!!!! The Lord is amazing and merciful on our ugly souls 
8026,"i've been sick for the past few days  and thus, my hair looks wierd.  if i didnt have a hat on it would look... http://tinyurl.com/mnf4kw"
8027,@fooflington Oh dear!  Next week then 
8028,@DaangMel  but stickam sucks with it's lag and what not.
8029,@ambyrle my name is London on there 
8030,@FluppyCrack  Because the birthday starts at 11.30pm in Wiesen^^ And I have to wash my hair and so on  Why are YOU up so early? *confused*
8031,"@killedbyghosts Lucky you, I'm at work "
8032,@SBlove_crafts they were campaigning outside the school on the bell this afternoon.   thankfully more kids picked the ice cream van.
8033,I'm going to cook popcorn! Will watch &quot;The Spiderwick Chronicles&quot; on HBO then &quot;I pronounce you Chuck and Larry&quot; after.  Movie Marathon!
8034,@MyMarrakesh are you going toblog about your trip to Yemen. I really wish I could go  Did you take pics ?
8035,"@Chrisrider heh tho I agree you will end up enjoying it &amp; getting spoiled with it, converting back to my 3G radio now "
8036,why is my laptop so god damn slow 
8037,@AirighNamBeist  Bei uns rÃ¤Ã¤nts  Viel Spass in Italien
8038,@sassy0315 lmao stay away from my bro! Thank u! It trips me out that he is taller than me now!so  Not ready for him to grow up! 
8039,You're welcome Katie. You don't thank someone if its something they want to do.  I wanted to. &amp; R. Burger ain't got shit on meh. 
